City,Date,Language,Mobile,Request Number,Avatar_id,Hotel_id,Price,Stock
copenhagen,9,latvian,1,1,144,744,177,0
copenhagen,9,latvian,1,1,144,58,335,6
copenhagen,9,latvian,1,1,144,771,498,9
copenhagen,9,latvian,1,1,144,812,208,0
copenhagen,9,latvian,1,1,144,280,122,23
copenhagen,9,latvian,1,1,144,831,112,6
copenhagen,9,latvian,1,1,144,952,98,0
copenhagen,9,latvian,1,1,144,978,349,18
copenhagen,9,latvian,1,1,144,547,210,9
copenhagen,9,latvian,1,1,144,425,260,6
copenhagen,9,latvian,1,1,144,50,155,7
copenhagen,9,latvian,1,1,144,291,266,11
copenhagen,9,latvian,1,1,144,616,206,8
copenhagen,9,latvian,1,1,144,531,189,10
copenhagen,9,latvian,1,1,144,289,146,0
copenhagen,9,latvian,1,1,144,350,443,15
copenhagen,9,latvian,1,1,144,541,161,7
copenhagen,9,latvian,1,1,144,973,178,0
copenhagen,9,latvian,1,1,144,407,330,6
copenhagen,9,latvian,1,1,144,332,278,9
copenhagen,9,latvian,1,1,144,900,244,2
copenhagen,9,latvian,1,1,144,32,182,0
copenhagen,9,latvian,1,1,144,805,165,13
copenhagen,9,latvian,1,1,144,669,274,10
copenhagen,9,latvian,1,1,144,91,134,0
copenhagen,9,latvian,1,1,144,761,151,2
copenhagen,9,latvian,1,1,144,922,356,6
copenhagen,9,latvian,1,1,144,830,93,7
copenhagen,9,latvian,1,1,144,358,258,7
copenhagen,9,latvian,1,1,144,329,249,9
copenhagen,9,latvian,1,1,144,826,204,18
vienna,26,maltese,1,1,145,268,106,39
vienna,26,maltese,1,1,145,877,84,14
vienna,26,maltese,1,1,145,8,117,31
vienna,26,maltese,1,1,145,195,148,15
vienna,26,maltese,1,1,145,652,108,33
vienna,26,maltese,1,1,145,979,148,36
vienna,26,maltese,1,1,145,438,111,14
vienna,26,maltese,1,1,145,920,107,26
vienna,26,maltese,1,1,145,753,146,63
vienna,26,maltese,1,1,145,646,109,39
vienna,26,maltese,1,1,145,173,113,27
vienna,26,maltese,1,1,145,672,184,49
vienna,26,maltese,1,1,145,703,156,36
vienna,26,maltese,1,1,145,403,271,75
vienna,26,maltese,1,1,145,456,150,33
vienna,26,maltese,1,1,145,68,145,36
vienna,26,maltese,1,1,145,784,111,31
vienna,26,maltese,1,1,145,35,80,20
vienna,26,maltese,1,1,145,426,100,31
vienna,26,maltese,1,1,145,184,268,75
vienna,26,maltese,1,1,145,231,153,17
vienna,26,maltese,1,1,145,219,175,54
vienna,26,maltese,1,1,145,943,184,64
vienna,26,maltese,1,1,145,15,250,92
vienna,26,maltese,1,1,145,801,175,59
vienna,26,maltese,1,1,145,494,190,51
vienna,26,maltese,1,1,145,368,78,11
vienna,26,maltese,1,1,145,928,80,19
vienna,26,maltese,1,1,145,535,150,42
vienna,26,maltese,1,1,145,924,151,37
vienna,26,maltese,1,1,145,839,177,69
vienna,26,maltese,1,1,145,266,81,17
vienna,26,maltese,1,1,145,524,184,52
vienna,26,maltese,1,1,145,239,279,64
vienna,26,maltese,1,1,145,11,164,67
vienna,26,maltese,1,1,145,278,114,16
vienna,26,maltese,1,1,145,428,103,58
vienna,26,maltese,1,1,145,37,183,60
vienna,26,maltese,1,1,145,382,150,44
vienna,26,maltese,1,1,145,171,73,32
vienna,26,maltese,1,1,145,755,82,17
vienna,26,maltese,1,1,145,226,110,26
vienna,26,maltese,1,1,145,446,110,3
vienna,26,maltese,1,1,145,168,256,79
vienna,26,maltese,1,1,145,530,103,18
vienna,26,maltese,1,1,145,675,104,22
vienna,26,maltese,1,1,145,704,111,12
vienna,26,maltese,1,1,145,128,198,46
vienna,26,maltese,1,1,145,354,94,21
vienna,26,maltese,1,1,145,927,184,55
vienna,26,maltese,1,1,145,210,102,38
vienna,26,maltese,1,1,145,661,105,26
vienna,26,maltese,1,1,145,666,81,34
vienna,26,maltese,1,1,145,730,169,75
vienna,26,maltese,1,1,145,940,165,30
vienna,26,maltese,1,1,145,962,138,40
vienna,26,maltese,1,1,145,255,175,48
vienna,26,maltese,1,1,145,372,103,31
vienna,26,maltese,1,1,145,263,106,38
vienna,26,maltese,1,1,145,846,187,51
vienna,26,maltese,1,1,145,250,247,80
vienna,26,maltese,1,1,145,167,82,15
vienna,26,maltese,1,1,145,179,112,38
vienna,26,maltese,1,1,145,810,106,37
vienna,26,maltese,1,1,145,315,261,79
vienna,26,maltese,1,1,145,919,78,15
vienna,26,maltese,1,1,145,26,170,58
vienna,26,maltese,1,1,145,220,74,29
vienna,26,maltese,1,1,145,275,129,26
vienna,26,maltese,1,1,145,457,151,16
vienna,26,maltese,1,1,145,152,162,73
vienna,26,maltese,1,1,145,626,114,31
vienna,26,maltese,1,1,145,613,190,46
vienna,26,maltese,1,1,145,996,109,32
vienna,26,maltese,1,1,145,833,150,10
vienna,26,maltese,1,1,145,343,78,24
vienna,26,maltese,1,1,145,63,148,58
vienna,26,maltese,1,1,145,57,154,44
vienna,26,maltese,1,1,145,682,147,12
vienna,26,maltese,1,1,145,775,81,14
vienna,26,maltese,1,1,145,635,108,32
vienna,26,maltese,1,1,145,292,177,48
vienna,26,maltese,1,1,145,236,82,15
vienna,26,maltese,1,1,145,693,250,77
vienna,26,maltese,1,1,145,662,175,57
vienna,26,maltese,1,1,145,848,168,80
vienna,26,maltese,1,1,145,70,183,59
vienna,26,maltese,1,1,145,511,156,84
vienna,26,maltese,1,1,145,33,144,38
vienna,26,maltese,1,1,145,890,81,15
vienna,26,maltese,1,1,145,98,145,48
vienna,26,maltese,1,1,145,87,163,65
vienna,26,maltese,1,1,145,336,117,33
vienna,26,maltese,1,1,145,931,187,57
vienna,26,maltese,1,1,145,610,77,22
vienna,26,maltese,1,1,145,875,109,15
vienna,26,maltese,1,1,145,699,127,30
vienna,26,maltese,1,1,145,116,106,16
vienna,26,maltese,1,1,145,462,83,14
vienna,26,maltese,1,1,145,245,135,23
vienna,26,maltese,1,1,145,565,284,74
vienna,26,maltese,1,1,145,692,239,91
vienna,26,maltese,1,1,145,713,198,46
vienna,26,maltese,1,1,145,977,117,40
vienna,26,maltese,1,1,145,549,109,17
vienna,26,maltese,1,1,145,64,84,19
paris,38,finnish,0,1,146,415,126,73
paris,38,finnish,0,1,146,998,200,135
paris,38,finnish,0,1,146,911,121,86
paris,38,finnish,0,1,146,851,89,81
paris,38,finnish,0,1,146,656,115,79
paris,38,finnish,0,1,146,24,264,214
paris,38,finnish,0,1,146,115,116,81
paris,38,finnish,0,1,146,560,158,95
paris,38,finnish,0,1,146,912,170,92
paris,38,finnish,0,1,146,148,121,74
paris,38,finnish,0,1,146,663,161,100
paris,38,finnish,0,1,146,756,197,129
paris,38,finnish,0,1,146,577,167,90
paris,38,finnish,0,1,146,229,188,134
paris,38,finnish,0,1,146,602,115,42
paris,38,finnish,0,1,146,207,178,96
paris,38,finnish,0,1,146,782,287,192
paris,38,finnish,0,1,146,436,267,214
paris,38,finnish,0,1,146,640,164,92
paris,38,finnish,0,1,146,885,178,91
paris,38,finnish,0,1,146,119,188,142
paris,38,finnish,0,1,146,227,86,39
paris,38,finnish,0,1,146,257,167,91
paris,38,finnish,0,1,146,522,117,77
paris,38,finnish,0,1,146,708,167,90
paris,38,finnish,0,1,146,837,261,200
paris,38,finnish,0,1,146,188,92,42
paris,38,finnish,0,1,146,540,284,198
paris,38,finnish,0,1,146,817,203,130
paris,38,finnish,0,1,146,192,123,39
paris,38,finnish,0,1,146,225,170,91
paris,38,finnish,0,1,146,889,162,93
paris,38,finnish,0,1,146,705,127,74
paris,38,finnish,0,1,146,841,84,84
paris,38,finnish,0,1,146,582,203,134
paris,38,finnish,0,1,146,795,171,96
paris,38,finnish,0,1,146,948,200,132
paris,38,finnish,0,1,146,842,299,172
paris,38,finnish,0,1,146,571,271,195
paris,38,finnish,0,1,146,121,84,42
paris,38,finnish,0,1,146,323,279,191
paris,38,finnish,0,1,146,176,93,34
paris,38,finnish,0,1,146,731,167,96
paris,38,finnish,0,1,146,259,122,68
paris,38,finnish,0,1,146,331,83,75
paris,38,finnish,0,1,146,868,184,137
paris,38,finnish,0,1,146,797,124,81
paris,38,finnish,0,1,146,222,270,190
paris,38,finnish,0,1,146,359,126,74
paris,38,finnish,0,1,146,27,271,194
paris,38,finnish,0,1,146,150,192,131
paris,38,finnish,0,1,146,492,119,80
paris,38,finnish,0,1,146,338,194,127
paris,38,finnish,0,1,146,949,268,183
paris,38,finnish,0,1,146,858,188,134
paris,38,finnish,0,1,146,742,256,189
paris,38,finnish,0,1,146,94,270,221
paris,38,finnish,0,1,146,970,272,194
paris,38,finnish,0,1,146,165,163,100
paris,38,finnish,0,1,146,182,164,104
paris,38,finnish,0,1,146,421,124,78
paris,38,finnish,0,1,146,975,172,90
paris,38,finnish,0,1,146,595,159,102
paris,38,finnish,0,1,146,299,109,96
paris,38,finnish,0,1,146,254,170,96
paris,38,finnish,0,1,146,790,270,189
paris,38,finnish,0,1,146,634,89,39
paris,38,finnish,0,1,146,66,150,102
paris,38,finnish,0,1,146,741,168,94
paris,38,finnish,0,1,146,579,86,40
paris,38,finnish,0,1,146,379,282,195
paris,38,finnish,0,1,146,580,120,72
paris,38,finnish,0,1,146,558,90,38
paris,38,finnish,0,1,146,823,194,130
paris,38,finnish,0,1,146,29,197,135
paris,38,finnish,0,1,146,926,186,136
paris,38,finnish,0,1,146,734,126,76
paris,38,finnish,0,1,146,748,190,147
paris,38,finnish,0,1,146,629,93,74
paris,38,finnish,0,1,146,274,162,99
paris,38,finnish,0,1,146,0,186,133
paris,38,finnish,0,1,146,853,159,97
paris,38,finnish,0,1,146,700,192,151
paris,38,finnish,0,1,146,882,196,132
paris,38,finnish,0,1,146,884,190,136
paris,38,finnish,0,1,146,684,87,38
paris,38,finnish,0,1,146,306,203,126
paris,38,finnish,0,1,146,825,167,96
paris,38,finnish,0,1,146,159,188,144
paris,38,finnish,0,1,146,576,201,128
paris,38,finnish,0,1,146,736,200,134
paris,38,finnish,0,1,146,612,192,135
paris,38,finnish,0,1,146,467,276,187
paris,38,finnish,0,1,146,41,115,72
paris,38,finnish,0,1,146,972,85,36
paris,38,finnish,0,1,146,342,122,41
paris,38,finnish,0,1,146,199,194,130
paris,38,finnish,0,1,146,617,291,180
paris,38,finnish,0,1,146,130,188,129
paris,38,finnish,0,1,146,248,186,134
paris,38,finnish,0,1,146,314,124,74
paris,38,finnish,0,1,146,776,172,98
paris,38,finnish,0,1,146,735,115,75
paris,38,finnish,0,1,146,28,124,74
paris,38,finnish,0,1,146,17,88,42
paris,38,finnish,0,1,146,397,287,190
paris,38,finnish,0,1,146,327,201,131
paris,38,finnish,0,1,146,526,275,195
paris,38,finnish,0,1,146,477,83,100
paris,38,finnish,0,1,146,631,87,39
paris,38,finnish,0,1,146,392,175,92
paris,38,finnish,0,1,146,614,90,40
paris,38,finnish,0,1,146,723,83,39
paris,38,finnish,0,1,146,357,167,94
paris,38,finnish,0,1,146,937,191,134
paris,38,finnish,0,1,146,62,83,40
paris,38,finnish,0,1,146,290,178,87
paris,38,finnish,0,1,146,963,120,77
paris,38,finnish,0,1,146,447,115,78
paris,38,finnish,0,1,146,216,200,136
paris,38,finnish,0,1,146,808,261,182
paris,38,finnish,0,1,146,133,163,92
paris,38,finnish,0,1,146,599,111,84
paris,38,finnish,0,1,146,56,197,134
paris,38,finnish,0,1,146,69,272,218
paris,38,finnish,0,1,146,419,115,82
paris,38,finnish,0,1,146,162,279,182
paris,38,finnish,0,1,146,65,163,101
paris,38,finnish,0,1,146,903,92,82
paris,38,finnish,0,1,146,14,162,80
paris,38,finnish,0,1,146,21,85,41
paris,38,finnish,0,1,146,534,271,203
paris,38,finnish,0,1,146,132,267,195
paris,38,finnish,0,1,146,339,188,134
paris,38,finnish,0,1,146,645,163,94
paris,38,finnish,0,1,146,123,115,74
paris,38,finnish,0,1,146,792,84,93
paris,38,finnish,0,1,146,738,121,81
paris,38,finnish,0,1,146,722,164,94
paris,38,finnish,0,1,146,573,298,185
paris,38,finnish,0,1,146,564,99,38
paris,38,finnish,0,1,146,986,200,134
paris,38,finnish,0,1,146,49,170,98
paris,38,finnish,0,1,146,942,186,131
paris,38,finnish,0,1,146,767,167,92
paris,38,finnish,0,1,146,95,270,203
paris,38,finnish,0,1,146,863,271,210
paris,38,finnish,0,1,146,412,287,198
paris,38,finnish,0,1,146,910,90,40
paris,38,finnish,0,1,146,785,192,133
paris,38,finnish,0,1,146,946,192,134
paris,38,finnish,0,1,146,308,191,128
paris,38,finnish,0,1,146,584,275,207
paris,38,finnish,0,1,146,803,282,183
paris,38,finnish,0,1,146,866,271,203
paris,38,finnish,0,1,146,980,118,77
vienna,22,bulgarian,0,1,147,68,149,23
vienna,22,bulgarian,0,1,147,928,78,14
vienna,22,bulgarian,0,1,147,268,100,27
vienna,22,bulgarian,0,1,147,368,73,0
vienna,22,bulgarian,0,1,147,920,101,4
vienna,22,bulgarian,0,1,147,833,141,0
vienna,22,bulgarian,0,1,147,168,251,52
vienna,22,bulgarian,0,1,147,692,225,61
vienna,22,bulgarian,0,1,147,635,106,23
vienna,22,bulgarian,0,1,147,354,88,16
vienna,22,bulgarian,0,1,147,263,100,24
vienna,22,bulgarian,0,1,147,266,76,11
vienna,22,bulgarian,0,1,147,219,172,36
vienna,22,bulgarian,0,1,147,336,110,22
vienna,22,bulgarian,0,1,147,343,78,18
vienna,22,bulgarian,0,1,147,652,106,26
vienna,22,bulgarian,0,1,147,524,188,34
vienna,22,bulgarian,0,1,147,116,104,11
vienna,22,bulgarian,0,1,147,801,179,38
vienna,22,bulgarian,0,1,147,167,77,10
vienna,22,bulgarian,0,1,147,839,166,57
vienna,22,bulgarian,0,1,147,33,141,27
vienna,22,bulgarian,0,1,147,610,72,19
vienna,22,bulgarian,0,1,147,87,167,43
vienna,22,bulgarian,0,1,147,511,147,71
vienna,22,bulgarian,0,1,147,426,99,20
vienna,22,bulgarian,0,1,147,462,78,6
vienna,22,bulgarian,0,1,147,226,104,12
vienna,22,bulgarian,0,1,147,236,77,11
vienna,22,bulgarian,0,1,147,315,246,63
vienna,22,bulgarian,0,1,147,875,103,10
vienna,22,bulgarian,0,1,147,372,97,20
vienna,22,bulgarian,0,1,147,613,179,29
vienna,22,bulgarian,0,1,147,666,79,23
vienna,22,bulgarian,0,1,147,70,172,45
vienna,22,bulgarian,0,1,147,456,153,22
