city,date,language,mobile,request_number,avatar_id,hotel_id,price,stock
valletta,1,latvian,1,1,186492,861,226,3
valletta,1,latvian,1,1,186492,325,102,0
valletta,1,latvian,1,1,186492,521,87,0
valletta,1,latvian,1,1,186492,988,167,0
valletta,1,latvian,1,1,186492,643,78,0
valletta,1,latvian,1,1,186492,81,165,0
valletta,1,czech,1,1,186493,400,89,8
valletta,1,czech,1,1,186493,371,98,0
valletta,1,czech,1,1,186493,512,261,1
valletta,1,czech,1,1,186493,592,393,1
valletta,1,czech,1,1,186493,861,222,3
valletta,1,czech,1,1,186493,377,138,0
valletta,1,czech,1,1,186493,55,122,0
valletta,1,czech,1,1,186493,81,162,0
valletta,1,czech,1,1,186493,832,157,0
valletta,1,czech,1,1,186493,905,162,0
valletta,1,czech,1,1,186493,521,85,0
valletta,1,czech,1,1,186493,134,78,0
valletta,1,czech,1,1,186493,404,139,0
valletta,1,czech,1,1,186493,424,275,1
valletta,1,czech,1,1,186493,746,160,2
valletta,1,czech,1,1,186493,749,122,0
valletta,1,czech,1,1,186493,719,277,1
valletta,1,czech,1,1,186493,988,163,0
valletta,1,czech,1,1,186493,466,165,0
valletta,1,czech,1,1,186493,376,277,1
valletta,1,czech,1,1,186493,732,180,1
valletta,1,czech,1,1,186493,325,100,0
valletta,1,czech,1,1,186493,476,114,9
valletta,1,czech,1,1,186493,985,72,0
valletta,1,czech,1,1,186493,106,152,9
valletta,1,czech,1,1,186493,363,162,0
valletta,1,czech,1,1,186493,639,271,1
valletta,1,czech,1,1,186493,334,80,0
valletta,1,czech,1,1,186493,859,138,0
valletta,1,czech,1,1,186493,295,73,0
valletta,1,czech,1,1,186493,360,180,1
valletta,1,czech,1,1,186493,282,160,0
valletta,1,czech,1,1,186493,480,74,0
valletta,1,czech,1,1,186493,244,391,1
valletta,1,czech,1,1,186493,209,70,0
valletta,1,czech,1,1,186493,237,153,1
valletta,1,czech,1,1,186493,200,120,6
valletta,1,czech,1,1,186493,501,89,0
valletta,1,czech,1,1,186493,598,140,0
valletta,1,czech,1,1,186493,643,77,0
valletta,1,czech,1,1,186493,965,149,1
valletta,1,czech,1,1,186493,718,160,0
valletta,1,czech,1,1,186493,504,174,1
valletta,1,czech,1,1,186493,709,138,0
valletta,1,estonian,1,1,186494,592,385,1
valletta,1,estonian,1,1,186494,376,271,1
valletta,1,estonian,1,1,186494,360,176,1
valletta,1,estonian,1,1,186494,719,271,1
valletta,1,estonian,1,1,186494,639,265,1
valletta,1,estonian,1,1,186494,749,120,0
valletta,1,estonian,1,1,186494,325,98,0
valletta,1,estonian,1,1,186494,746,157,2
valletta,1,estonian,1,1,186494,295,71,0
valletta,1,estonian,1,1,186494,209,69,0
valletta,1,estonian,1,1,186494,861,217,3
valletta,1,estonian,1,1,186494,134,76,0
valletta,1,estonian,1,1,186494,859,135,0
valletta,1,estonian,1,1,186494,244,383,1
valletta,1,estonian,1,1,186494,404,136,0
valletta,1,estonian,1,1,186494,732,176,1
valletta,1,estonian,1,1,186494,643,75,0
valletta,1,estonian,1,1,186494,55,119,0
valletta,1,estonian,1,1,186494,282,157,0
valletta,1,estonian,1,1,186494,480,73,0
valletta,1,estonian,1,1,186494,200,117,6
valletta,1,estonian,1,1,186494,709,135,0
valletta,1,estonian,1,1,186494,501,88,0
valletta,1,estonian,1,1,186494,718,157,0
valletta,1,estonian,1,1,186494,905,159,0
valletta,1,estonian,1,1,186494,334,78,0
valletta,1,estonian,1,1,186494,371,96,0
valletta,1,estonian,1,1,186494,466,162,0
valletta,1,estonian,1,1,186494,237,150,1
valletta,1,estonian,1,1,186494,598,137,0
valletta,1,estonian,1,1,186494,985,71,0
valletta,1,estonian,1,1,186494,424,269,1
valletta,1,estonian,1,1,186494,965,146,1
valletta,1,estonian,1,1,186494,363,159,0
valletta,1,estonian,1,1,186494,988,160,0
valletta,1,estonian,1,1,186494,504,171,1
valletta,1,estonian,1,1,186494,476,111,9
valletta,1,estonian,1,1,186494,832,154,0
valletta,1,estonian,1,1,186494,377,135,0
valletta,1,estonian,1,1,186494,521,84,0
valletta,1,estonian,1,1,186494,512,256,1
valletta,1,estonian,1,1,186494,81,159,0
valletta,1,estonian,1,1,186494,106,149,9
valletta,1,estonian,1,1,186494,400,87,8
rome,1,italian,0,1,186495,345,133,0
rome,1,italian,0,1,186495,485,83,0
rome,1,italian,0,1,186495,651,112,1
rome,1,italian,0,1,186495,374,100,0
rome,1,italian,0,1,186495,486,190,1
rome,1,italian,0,1,186495,471,155,23
rome,1,italian,0,1,186495,677,260,1
rome,1,italian,0,1,186495,452,265,1
rome,1,italian,0,1,186495,696,96,0
rome,1,italian,0,1,186495,929,377,1
rome,1,italian,0,1,186495,759,247,1
rome,1,italian,0,1,186495,286,122,3
rome,1,italian,0,1,186495,38,96,0
rome,1,italian,0,1,186495,550,77,0
rome,1,italian,0,1,186495,563,189,0
rome,1,italian,0,1,186495,537,189,1
rome,1,italian,0,1,186495,496,80,1
rome,1,italian,0,1,186495,840,105,8
rome,1,italian,0,1,186495,993,256,1
rome,1,italian,0,1,186495,932,133,0
rome,1,italian,0,1,186495,944,268,0
rome,1,italian,0,1,186495,586,271,0
rome,1,italian,0,1,186495,341,119,1
rome,1,italian,0,1,186495,48,70,0
rome,1,italian,0,1,186495,364,163,0
rome,1,italian,0,1,186495,129,114,0
rome,1,italian,0,1,186495,437,98,0
rome,1,italian,0,1,186495,260,103,0
rome,1,italian,0,1,186495,232,75,0
rome,1,italian,0,1,186495,112,75,0
rome,1,italian,0,1,186495,552,95,0
rome,1,italian,0,1,186495,621,75,0
rome,1,italian,0,1,186495,139,75,0
rome,1,italian,0,1,186495,191,159,0
rome,1,italian,0,1,186495,361,159,0
rome,1,italian,0,1,186495,681,163,0
rome,1,italian,0,1,186495,947,162,1
rome,1,italian,0,1,186495,178,357,1
rome,1,italian,0,1,186495,583,71,0
rome,1,italian,0,1,186495,671,138,0
rome,1,italian,0,1,186495,850,271,1
rome,1,italian,0,1,186495,781,70,0
rome,1,italian,0,1,186495,769,79,0
rome,1,italian,0,1,186495,934,75,0
rome,1,italian,0,1,186495,386,102,0
rome,1,italian,0,1,186495,170,159,0
rome,1,italian,0,1,186495,906,139,0
rome,1,italian,0,1,186495,543,251,1
rome,1,italian,0,1,186495,725,186,0
rome,1,italian,0,1,186495,895,303,1
rome,1,italian,0,1,186495,42,249,1
rome,1,italian,0,1,186495,555,160,0
rome,1,italian,0,1,186495,3,70,0
rome,1,italian,0,1,186495,569,158,0
rome,1,italian,0,1,186495,180,72,0
rome,1,italian,0,1,186495,330,370,1
rome,1,italian,0,1,186495,51,159,0
rome,1,italian,0,1,186495,316,187,0
rome,1,italian,0,1,186495,824,338,1
rome,1,italian,0,1,186495,453,377,1
rome,1,italian,0,1,186495,659,260,1
rome,1,italian,0,1,186495,856,72,0
rome,1,italian,0,1,186495,328,70,0
rome,1,italian,0,1,186495,650,74,0
rome,1,italian,0,1,186495,907,139,0
rome,1,italian,0,1,186495,774,245,1
rome,1,italian,0,1,186495,864,160,1
rome,1,italian,0,1,186495,773,83,4
rome,1,italian,0,1,186495,636,96,0
rome,1,italian,0,1,186495,874,269,1
rome,1,italian,0,1,186495,296,69,0
rome,1,italian,0,1,186495,324,162,0
rome,1,italian,0,1,186495,701,70,3
rome,1,italian,0,1,186495,816,82,4
rome,1,italian,0,1,186495,786,372,1
rome,1,italian,0,1,186495,380,75,0
rome,1,italian,0,1,186495,73,276,1
rome,1,italian,0,1,186495,739,273,1
rome,1,italian,0,1,186495,114,157,1
rome,1,italian,0,1,186495,897,379,1
rome,1,italian,0,1,186495,714,72,0
rome,1,italian,0,1,186495,913,163,1
rome,1,italian,0,1,186495,298,160,0
rome,1,italian,0,1,186495,668,114,0
rome,1,italian,0,1,186495,273,139,0
rome,1,italian,0,1,186495,566,227,1
rome,1,italian,0,1,186495,536,121,0
rome,1,italian,0,1,186495,206,171,6
rome,1,italian,0,1,186495,642,76,0
rome,1,italian,0,1,186495,991,186,1
rome,1,italian,0,1,186495,281,158,0
rome,1,italian,0,1,186495,763,118,0
rome,1,italian,0,1,186495,396,131,0
rome,1,italian,0,1,186495,796,156,0
rome,1,italian,0,1,186495,854,372,1
rome,1,italian,0,1,186495,293,70,0
rome,1,italian,0,1,186495,473,273,0
rome,1,italian,0,1,186495,644,69,0
rome,1,italian,0,1,186495,838,160,0
rome,1,italian,0,1,186495,344,69,3
rome,1,italian,0,1,186495,751,265,1
rome,1,italian,0,1,186495,347,79,0
rome,1,italian,0,1,186495,390,192,0
rome,1,italian,0,1,186495,953,153,0
rome,1,italian,0,1,186495,228,133,0
rome,1,italian,0,1,186495,686,112,0
rome,1,italian,0,1,186495,213,96,0
rome,1,italian,0,1,186495,694,146,0
rome,1,italian,0,1,186495,381,132,0
rome,1,italian,0,1,186495,156,71,0
rome,1,italian,0,1,186495,804,157,0
rome,1,italian,0,1,186495,513,76,0
rome,1,italian,0,1,186495,151,299,2
rome,1,italian,0,1,186495,728,265,0
rome,1,italian,0,1,186495,469,83,0
rome,1,italian,0,1,186495,843,377,1
rome,1,italian,0,1,186495,144,79,0
rome,1,italian,0,1,186495,242,273,1
rome,1,italian,0,1,186495,641,158,0
rome,1,italian,0,1,186495,712,273,1
rome,1,czech,0,1,186496,566,227,1
rome,1,czech,0,1,186496,712,273,1
rome,1,czech,0,1,186496,651,112,1
rome,1,czech,0,1,186496,874,269,1
rome,1,czech,0,1,186496,386,102,0
rome,1,czech,0,1,186496,763,118,0
rome,1,czech,0,1,186496,953,153,0
rome,1,czech,0,1,186496,642,76,0
rome,1,czech,0,1,186496,838,160,0
rome,1,czech,0,1,186496,850,271,1
rome,1,czech,0,1,186496,496,80,1
rome,1,czech,0,1,186496,452,265,1
rome,1,czech,0,1,186496,298,160,0
rome,1,czech,0,1,186496,816,82,4
rome,1,czech,0,1,186496,668,114,0
rome,1,czech,0,1,186496,641,158,0
rome,1,czech,0,1,186496,739,273,1
rome,1,czech,0,1,186496,932,133,0
rome,1,czech,0,1,186496,929,377,1
rome,1,czech,0,1,186496,621,75,0
rome,1,czech,0,1,186496,701,70,3
rome,1,czech,0,1,186496,170,159,0
rome,1,czech,0,1,186496,129,114,0
rome,1,czech,0,1,186496,786,372,1
rome,1,czech,0,1,186496,906,139,0
rome,1,czech,0,1,186496,895,303,1
rome,1,czech,0,1,186496,341,119,1
rome,1,czech,0,1,186496,114,157,1
rome,1,czech,0,1,186496,324,162,0
rome,1,czech,0,1,186496,907,139,0
rome,1,czech,0,1,186496,260,103,0
rome,1,czech,0,1,186496,112,75,0
rome,1,czech,0,1,186496,552,95,0
rome,1,czech,0,1,186496,843,377,1
rome,1,czech,0,1,186496,471,155,23
rome,1,czech,0,1,186496,345,133,0
rome,1,czech,0,1,186496,330,370,1
rome,1,czech,0,1,186496,773,83,4
rome,1,czech,0,1,186496,555,160,0
rome,1,czech,0,1,186496,759,247,1
rome,1,czech,0,1,186496,453,377,1
rome,1,czech,0,1,186496,944,268,0
rome,1,czech,0,1,186496,3,70,0
rome,1,czech,0,1,186496,156,71,0
rome,1,czech,0,1,186496,550,77,0
rome,1,czech,0,1,186496,486,190,1
rome,1,czech,0,1,186496,659,260,1
rome,1,czech,0,1,186496,854,372,1
rome,1,czech,0,1,186496,191,159,0
rome,1,czech,0,1,186496,437,98,0
rome,1,czech,0,1,186496,897,379,1
rome,1,czech,0,1,186496,796,156,0
rome,1,czech,0,1,186496,232,75,0
rome,1,czech,0,1,186496,840,105,8
rome,1,czech,0,1,186496,934,75,0
rome,1,czech,0,1,186496,864,160,1
rome,1,czech,0,1,186496,686,112,0
rome,1,czech,0,1,186496,991,186,1
rome,1,czech,0,1,186496,228,133,0
rome,1,czech,0,1,186496,644,69,0
rome,1,czech,0,1,186496,328,70,0
rome,1,czech,0,1,186496,281,158,0
rome,1,czech,0,1,186496,286,122,3
rome,1,czech,0,1,186496,681,163,0
rome,1,czech,0,1,186496,751,265,1
rome,1,czech,0,1,186496,48,70,0
rome,1,czech,0,1,186496,381,132,0
rome,1,czech,0,1,186496,804,157,0
rome,1,czech,0,1,186496,469,83,0
rome,1,czech,0,1,186496,374,100,0
rome,1,czech,0,1,186496,390,192,0
rome,1,czech,0,1,186496,543,251,1
rome,1,czech,0,1,186496,242,273,1
rome,1,czech,0,1,186496,180,72,0
rome,1,czech,0,1,186496,206,171,6
rome,1,czech,0,1,186496,537,189,1
rome,1,czech,0,1,186496,536,121,0
rome,1,czech,0,1,186496,213,96,0
rome,1,czech,0,1,186496,856,72,0
rome,1,czech,0,1,186496,364,163,0
rome,1,czech,0,1,186496,144,79,0
rome,1,czech,0,1,186496,650,74,0
rome,1,czech,0,1,186496,694,146,0
rome,1,czech,0,1,186496,824,338,1
rome,1,czech,0,1,186496,993,256,1
rome,1,czech,0,1,186496,51,159,0
rome,1,czech,0,1,186496,513,76,0
rome,1,czech,0,1,186496,361,159,0
rome,1,czech,0,1,186496,347,79,0
rome,1,czech,0,1,186496,781,70,0
rome,1,czech,0,1,186496,769,79,0
rome,1,czech,0,1,186496,563,189,0
rome,1,czech,0,1,186496,774,245,1
rome,1,czech,0,1,186496,671,138,0
rome,1,czech,0,1,186496,42,249,1
rome,1,czech,0,1,186496,380,75,0
rome,1,czech,0,1,186496,586,271,0
rome,1,czech,0,1,186496,273,139,0
rome,1,czech,0,1,186496,293,70,0
rome,1,czech,0,1,186496,38,96,0
rome,1,czech,0,1,186496,139,75,0
rome,1,czech,0,1,186496,316,187,0
rome,1,czech,0,1,186496,178,357,1
rome,1,czech,0,1,186496,296,69,0
rome,1,czech,0,1,186496,725,186,0
rome,1,czech,0,1,186496,677,260,1
rome,1,czech,0,1,186496,696,96,0
rome,1,czech,0,1,186496,344,69,3
rome,1,czech,0,1,186496,73,276,1
rome,1,czech,0,1,186496,947,162,1
rome,1,czech,0,1,186496,636,96,0
rome,1,czech,0,1,186496,913,163,1
rome,1,czech,0,1,186496,151,299,2
rome,1,czech,0,1,186496,714,72,0
rome,1,czech,0,1,186496,396,131,0
rome,1,czech,0,1,186496,583,71,0
rome,1,czech,0,1,186496,569,158,0
rome,1,czech,0,1,186496,728,265,0
rome,1,czech,0,1,186496,473,273,0
rome,1,czech,0,1,186496,485,83,0
rome,1,cypriot,0,1,186497,838,167,0
rome,1,cypriot,0,1,186497,991,193,1
rome,1,cypriot,0,1,186497,681,170,0
rome,1,cypriot,0,1,186497,804,163,0
rome,1,cypriot,0,1,186497,840,109,8
rome,1,cypriot,0,1,186497,374,104,0
rome,1,cypriot,0,1,186497,725,193,0
rome,1,cypriot,0,1,186497,206,178,6
rome,1,cypriot,0,1,186497,293,73,0
rome,1,cypriot,0,1,186497,854,387,1
rome,1,cypriot,0,1,186497,178,371,1
rome,1,cypriot,0,1,186497,38,100,0
rome,1,cypriot,0,1,186497,739,284,1
rome,1,cypriot,0,1,186497,895,315,1
rome,1,cypriot,0,1,186497,486,197,1
rome,1,cypriot,0,1,186497,345,138,0
rome,1,cypriot,0,1,186497,769,82,0
rome,1,cypriot,0,1,186497,897,395,1
rome,1,cypriot,0,1,186497,513,80,0
rome,1,cypriot,0,1,186497,341,124,1
rome,1,cypriot,0,1,186497,947,169,1
rome,1,cypriot,0,1,186497,151,311,2
rome,1,cypriot,0,1,186497,763,123,0
rome,1,cypriot,0,1,186497,543,261,1
rome,1,cypriot,0,1,186497,452,276,1
rome,1,cypriot,0,1,186497,170,165,0
rome,1,cypriot,0,1,186497,281,164,0
rome,1,cypriot,0,1,186497,51,165,0
rome,1,cypriot,0,1,186497,437,102,0
rome,1,cypriot,0,1,186497,537,196,1
rome,1,cypriot,0,1,186497,316,194,0
rome,1,cypriot,0,1,186497,712,284,1
rome,1,cypriot,0,1,186497,644,72,0
rome,1,cypriot,0,1,186497,566,237,1
rome,1,cypriot,0,1,186497,496,83,1
rome,1,cypriot,0,1,186497,347,82,0
rome,1,cypriot,0,1,186497,139,78,0
rome,1,cypriot,0,1,186497,563,196,0
rome,1,cypriot,0,1,186497,156,74,0
rome,1,cypriot,0,1,186497,129,119,0
rome,1,cypriot,0,1,186497,550,80,0
rome,1,cypriot,0,1,186497,696,100,0
rome,1,cypriot,0,1,186497,586,282,0
rome,1,cypriot,0,1,186497,330,385,1
rome,1,cypriot,0,1,186497,473,284,0
rome,1,cypriot,0,1,186497,213,100,0
rome,1,cypriot,0,1,186497,659,271,1
rome,1,cypriot,0,1,186497,774,255,1
rome,1,cypriot,0,1,186497,380,78,0
rome,1,cypriot,0,1,186497,641,164,0
rome,1,cypriot,0,1,186497,344,72,3
rome,1,cypriot,0,1,186497,621,78,0
rome,1,cypriot,0,1,186497,298,167,0
rome,1,cypriot,0,1,186497,48,73,0
rome,1,cypriot,0,1,186497,824,351,1
rome,1,cypriot,0,1,186497,913,170,1
rome,1,cypriot,0,1,186497,364,170,0
rome,1,cypriot,0,1,186497,260,107,0
rome,1,cypriot,0,1,186497,906,144,0
rome,1,cypriot,0,1,186497,636,100,0
rome,1,cypriot,0,1,186497,42,259,1
rome,1,cypriot,0,1,186497,701,73,3
rome,1,cypriot,0,1,186497,555,167,0
rome,1,cypriot,0,1,186497,781,73,0
rome,1,cypriot,0,1,186497,993,266,1
rome,1,cypriot,0,1,186497,328,73,0
rome,1,cypriot,0,1,186497,552,99,0
rome,1,cypriot,0,1,186497,650,77,0
rome,1,cypriot,0,1,186497,569,164,0
rome,1,cypriot,0,1,186497,714,75,0
rome,1,cypriot,0,1,186497,850,282,1
rome,1,cypriot,0,1,186497,296,72,0
rome,1,cypriot,0,1,186497,816,85,4
rome,1,cypriot,0,1,186497,453,392,1
rome,1,cypriot,0,1,186497,759,257,1
rome,1,cypriot,0,1,186497,694,152,0
rome,1,cypriot,0,1,186497,286,127,3
rome,1,cypriot,0,1,186497,671,143,0
rome,1,cypriot,0,1,186497,469,86,0
rome,1,cypriot,0,1,186497,114,163,1
rome,1,cypriot,0,1,186497,728,276,0
rome,1,cypriot,0,1,186497,485,86,0
rome,1,cypriot,0,1,186497,396,136,0
rome,1,cypriot,0,1,186497,324,169,0
rome,1,cypriot,0,1,186497,856,75,0
rome,1,cypriot,0,1,186497,471,161,23
rome,1,cypriot,0,1,186497,273,144,0
rome,1,cypriot,0,1,186497,112,78,0
rome,1,cypriot,0,1,186497,191,165,0
rome,1,cypriot,0,1,186497,864,167,1
rome,1,cypriot,0,1,186497,642,80,0
rome,1,cypriot,0,1,186497,228,138,0
rome,1,cypriot,0,1,186497,583,74,0
rome,1,cypriot,0,1,186497,907,144,0
rome,1,cypriot,0,1,186497,934,78,0
rome,1,cypriot,0,1,186497,929,392,1
rome,1,cypriot,0,1,186497,843,392,1
rome,1,cypriot,0,1,186497,3,73,0
rome,1,cypriot,0,1,186497,677,271,1
rome,1,cypriot,0,1,186497,953,159,0
rome,1,cypriot,0,1,186497,874,280,1
rome,1,cypriot,0,1,186497,686,116,0
rome,1,cypriot,0,1,186497,651,116,1
rome,1,cypriot,0,1,186497,796,162,0
rome,1,cypriot,0,1,186497,668,119,0
rome,1,cypriot,0,1,186497,180,75,0
rome,1,cypriot,0,1,186497,144,82,0
rome,1,cypriot,0,1,186497,381,137,0
rome,1,cypriot,0,1,186497,536,126,0
rome,1,cypriot,0,1,186497,386,106,0
rome,1,cypriot,0,1,186497,932,138,0
rome,1,cypriot,0,1,186497,361,165,0
rome,1,cypriot,0,1,186497,786,387,1
rome,1,cypriot,0,1,186497,751,276,1
rome,1,cypriot,0,1,186497,73,287,1
rome,1,cypriot,0,1,186497,242,284,1
rome,1,cypriot,0,1,186497,390,199,0
rome,1,cypriot,0,1,186497,944,279,0
rome,1,cypriot,0,1,186497,773,86,4
rome,1,cypriot,0,1,186497,232,78,0
rome,1,spanish,0,1,186498,298,163,0
rome,1,spanish,0,1,186498,341,122,1
rome,1,spanish,0,1,186498,854,380,1
rome,1,spanish,0,1,186498,232,76,0
rome,1,spanish,0,1,186498,536,124,0
rome,1,spanish,0,1,186498,850,277,1
rome,1,spanish,0,1,186498,769,80,0
rome,1,spanish,0,1,186498,712,279,1
rome,1,spanish,0,1,186498,42,254,1
rome,1,spanish,0,1,186498,51,162,0
rome,1,spanish,0,1,186498,728,271,0
rome,1,spanish,0,1,186498,471,158,23
rome,1,spanish,0,1,186498,681,166,0
rome,1,spanish,0,1,186498,907,141,0
rome,1,spanish,0,1,186498,566,232,1
rome,1,spanish,0,1,186498,112,77,0
rome,1,spanish,0,1,186498,485,85,0
rome,1,spanish,0,1,186498,816,84,4
rome,1,spanish,0,1,186498,437,100,0
rome,1,spanish,0,1,186498,286,125,3
rome,1,spanish,0,1,186498,642,78,0
rome,1,spanish,0,1,186498,114,160,1
rome,1,spanish,0,1,186498,725,189,0
rome,1,spanish,0,1,186498,191,162,0
rome,1,spanish,0,1,186498,929,385,1
rome,1,spanish,0,1,186498,344,71,3
rome,1,spanish,0,1,186498,316,190,0
rome,1,spanish,0,1,186498,586,277,0
rome,1,spanish,0,1,186498,739,279,1
rome,1,spanish,0,1,186498,991,189,1
rome,1,spanish,0,1,186498,686,114,0
rome,1,spanish,0,1,186498,555,163,0
rome,1,spanish,0,1,186498,934,77,0
rome,1,spanish,0,1,186498,650,76,0
rome,1,spanish,0,1,186498,897,387,1
rome,1,spanish,0,1,186498,781,72,0
rome,1,spanish,0,1,186498,550,79,0
rome,1,spanish,0,1,186498,496,82,1
rome,1,spanish,0,1,186498,328,72,0
rome,1,spanish,0,1,186498,213,98,0
rome,1,spanish,0,1,186498,641,161,0
rome,1,spanish,0,1,186498,714,74,0
rome,1,spanish,0,1,186498,944,274,0
rome,1,spanish,0,1,186498,947,165,1
rome,1,spanish,0,1,186498,3,71,0
rome,1,spanish,0,1,186498,228,136,0
rome,1,spanish,0,1,186498,651,114,1
rome,1,spanish,0,1,186498,774,250,1
rome,1,spanish,0,1,186498,537,192,1
rome,1,spanish,0,1,186498,156,72,0
rome,1,spanish,0,1,186498,273,141,0
rome,1,spanish,0,1,186498,796,159,0
rome,1,spanish,0,1,186498,170,162,0
rome,1,spanish,0,1,186498,242,279,1
rome,1,spanish,0,1,186498,583,73,0
rome,1,spanish,0,1,186498,895,309,1
rome,1,spanish,0,1,186498,486,194,1
rome,1,spanish,0,1,186498,563,192,0
rome,1,spanish,0,1,186498,932,136,0
rome,1,spanish,0,1,186498,913,166,1
rome,1,spanish,0,1,186498,696,98,0
rome,1,spanish,0,1,186498,469,85,0
rome,1,spanish,0,1,186498,293,71,0
rome,1,spanish,0,1,186498,773,85,4
rome,1,spanish,0,1,186498,751,271,1
rome,1,spanish,0,1,186498,763,121,0
rome,1,spanish,0,1,186498,993,261,1
rome,1,spanish,0,1,186498,361,162,0
rome,1,spanish,0,1,186498,144,80,0
rome,1,spanish,0,1,186498,386,104,0
rome,1,spanish,0,1,186498,180,74,0
rome,1,spanish,0,1,186498,838,163,0
rome,1,spanish,0,1,186498,621,76,0
rome,1,spanish,0,1,186498,73,282,1
rome,1,spanish,0,1,186498,48,71,0
rome,1,spanish,0,1,186498,677,265,1
rome,1,spanish,0,1,186498,953,156,0
rome,1,spanish,0,1,186498,906,141,0
rome,1,spanish,0,1,186498,824,344,1
rome,1,spanish,0,1,186498,260,105,0
rome,1,spanish,0,1,186498,380,77,0
rome,1,spanish,0,1,186498,324,165,0
rome,1,spanish,0,1,186498,473,279,0
rome,1,spanish,0,1,186498,671,140,0
rome,1,spanish,0,1,186498,330,378,1
rome,1,spanish,0,1,186498,396,133,0
rome,1,spanish,0,1,186498,804,160,0
rome,1,spanish,0,1,186498,659,265,1
rome,1,spanish,0,1,186498,453,385,1
rome,1,spanish,0,1,186498,513,78,0
rome,1,spanish,0,1,186498,786,380,1
rome,1,spanish,0,1,186498,281,161,0
rome,1,spanish,0,1,186498,374,102,0
rome,1,spanish,0,1,186498,668,117,0
rome,1,spanish,0,1,186498,701,72,3
rome,1,spanish,0,1,186498,296,70,0
rome,1,spanish,0,1,186498,843,385,1
