City	Date	Language	Mobile	Avatar_id	Hotel_id	Price	Stock
copenhagen	2	hungarian	0	108	834	91	0
copenhagen	2	hungarian	0	108	757	151	1
copenhagen	2	hungarian	0	108	402	128	0
copenhagen	2	hungarian	0	108	930	120	0
copenhagen	2	hungarian	0	108	695	202	2
copenhagen	2	hungarian	0	108	690	241	4
copenhagen	2	hungarian	0	108	443	145	1
copenhagen	2	hungarian	0	108	793	167	0
copenhagen	2	hungarian	0	108	78	461	2
copenhagen	2	hungarian	0	108	202	198	2
copenhagen	2	hungarian	0	108	638	153	6
copenhagen	2	hungarian	0	108	829	202	2
copenhagen	2	hungarian	0	108	849	198	2
copenhagen	2	hungarian	0	108	611	204	0
copenhagen	2	hungarian	0	108	194	118	0
copenhagen	2	hungarian	0	108	772	327	0
copenhagen	2	hungarian	0	108	952	94	0
copenhagen	2	hungarian	0	108	365	94	0
copenhagen	2	hungarian	0	108	616	198	0
copenhagen	2	hungarian	0	108	691	89	0
copenhagen	2	hungarian	0	108	556	175	0
copenhagen	2	hungarian	0	108	908	481	2
copenhagen	2	hungarian	0	108	707	335	5
copenhagen	2	hungarian	0	108	60	94	0
copenhagen	2	hungarian	0	108	698	231	6
copenhagen	2	hungarian	0	108	922	342	1
copenhagen	2	hungarian	0	108	872	97	0
copenhagen	2	hungarian	0	108	898	92	0
copenhagen	2	hungarian	0	108	142	390	4
copenhagen	2	hungarian	0	108	547	202	2
copenhagen	2	hungarian	0	108	289	140	0
copenhagen	2	hungarian	0	108	771	478	2
copenhagen	2	hungarian	0	108	36	193	0
copenhagen	2	hungarian	0	108	367	96	0
copenhagen	2	hungarian	0	108	596	170	0
copenhagen	2	hungarian	0	108	961	229	7
copenhagen	2	hungarian	0	108	770	336	1
copenhagen	2	hungarian	0	108	358	306	1
copenhagen	2	hungarian	0	108	153	333	1
copenhagen	2	hungarian	0	108	744	170	0
copenhagen	2	hungarian	0	108	869	469	1
copenhagen	2	hungarian	0	108	539	351	3
copenhagen	2	hungarian	0	108	761	145	0
copenhagen	2	hungarian	0	108	300	145	1
copenhagen	2	hungarian	0	108	349	317	1
copenhagen	2	hungarian	0	108	329	239	0
copenhagen	2	hungarian	0	108	532	342	1
copenhagen	2	hungarian	0	108	958	239	0
copenhagen	2	hungarian	0	108	249	87	0
copenhagen	2	hungarian	0	108	951	87	0
copenhagen	2	hungarian	0	108	91	128	0
copenhagen	2	hungarian	0	108	559	299	1
copenhagen	2	hungarian	0	108	431	123	0
copenhagen	2	hungarian	0	108	711	140	2
copenhagen	2	hungarian	0	108	973	171	0
copenhagen	2	hungarian	0	108	990	168	0
copenhagen	2	hungarian	0	108	830	89	0
copenhagen	2	hungarian	0	108	291	256	1
copenhagen	2	hungarian	0	108	572	231	0
copenhagen	2	hungarian	0	108	893	229	0
copenhagen	2	hungarian	0	108	622	213	1
copenhagen	2	hungarian	0	108	938	121	0
copenhagen	2	hungarian	0	108	812	200	0
copenhagen	2	hungarian	0	108	433	143	2
copenhagen	2	hungarian	0	108	844	469	2
copenhagen	2	hungarian	0	108	523	104	3
copenhagen	2	hungarian	0	108	481	95	0
copenhagen	2	hungarian	0	108	32	175	0
copenhagen	2	hungarian	0	108	805	202	2
copenhagen	2	hungarian	0	108	445	89	0
copenhagen	2	hungarian	0	108	50	149	1
copenhagen	2	hungarian	0	108	669	322	1
copenhagen	2	hungarian	0	108	335	90	0
copenhagen	2	hungarian	0	108	332	333	1
copenhagen	2	hungarian	0	108	425	308	1
copenhagen	2	hungarian	0	108	506	148	0
copenhagen	2	hungarian	0	108	989	108	0
copenhagen	2	hungarian	0	108	497	269	4
copenhagen	2	hungarian	0	108	434	114	0
copenhagen	2	hungarian	0	108	508	339	1
copenhagen	2	hungarian	0	108	90	200	2
copenhagen	2	hungarian	0	108	818	173	0
copenhagen	2	hungarian	0	108	831	108	5
copenhagen	2	hungarian	0	108	348	198	2
copenhagen	2	hungarian	0	108	541	155	1
copenhagen	2	hungarian	0	108	981	110	0
copenhagen	2	hungarian	0	108	43	79	16
copenhagen	2	hungarian	0	108	110	202	2
copenhagen	2	hungarian	0	108	280	117	12
copenhagen	2	hungarian	0	108	959	221	4
copenhagen	2	hungarian	0	108	251	165	0
copenhagen	2	hungarian	0	108	978	335	4
copenhagen	2	hungarian	0	108	401	196	0
copenhagen	2	hungarian	0	108	720	467	2
copenhagen	2	hungarian	0	108	113	89	0
copenhagen	2	hungarian	0	108	518	194	1
copenhagen	2	hungarian	0	108	726	325	3
copenhagen	2	hungarian	0	108	407	317	1
copenhagen	2	hungarian	0	108	422	481	2
copenhagen	2	hungarian	0	108	243	97	0
copenhagen	2	hungarian	0	108	267	173	0
copenhagen	2	hungarian	0	108	727	121	0
copenhagen	2	hungarian	0	108	983	91	0
copenhagen	2	hungarian	0	108	487	166	8
copenhagen	2	hungarian	0	108	766	467	2
copenhagen	2	hungarian	0	108	531	204	2
copenhagen	2	hungarian	0	108	1	95	0
copenhagen	2	hungarian	0	108	900	235	0
copenhagen	2	hungarian	0	108	826	196	8
copenhagen	2	hungarian	0	108	435	464	2
copenhagen	2	hungarian	0	108	309	94	0
copenhagen	2	hungarian	0	108	100	87	0
copenhagen	2	hungarian	0	108	463	97	0
copenhagen	2	hungarian	0	108	99	202	0
copenhagen	2	hungarian	0	108	995	214	3
copenhagen	2	hungarian	0	108	546	108	1
copenhagen	2	hungarian	0	108	876	141	0
copenhagen	2	hungarian	0	108	96	194	1
copenhagen	2	hungarian	0	108	865	277	7
copenhagen	2	hungarian	0	108	716	143	0
copenhagen	2	hungarian	0	108	23	198	2
copenhagen	2	hungarian	0	108	6	120	0
copenhagen	2	hungarian	0	108	562	327	1
copenhagen	2	hungarian	0	108	994	193	2
copenhagen	2	hungarian	0	108	855	311	1
copenhagen	2	hungarian	0	108	92	84	3
copenhagen	2	hungarian	0	108	528	432	2
copenhagen	2	hungarian	0	108	53	94	0
copenhagen	2	hungarian	0	108	318	141	0
copenhagen	2	hungarian	0	108	391	191	2
copenhagen	2	hungarian	0	108	405	97	0
copenhagen	2	hungarian	0	108	58	322	1
copenhagen	2	hungarian	0	108	664	472	2
copenhagen	2	hungarian	0	108	688	87	0
copenhagen	2	hungarian	0	108	834	91	0
copenhagen	2	hungarian	0	108	757	151	1
copenhagen	2	hungarian	0	108	402	128	0
copenhagen	2	hungarian	0	108	930	120	0
copenhagen	2	hungarian	0	108	695	202	2
copenhagen	2	hungarian	0	108	690	241	4
copenhagen	2	hungarian	0	108	443	145	1
copenhagen	2	hungarian	0	108	793	167	0
copenhagen	2	hungarian	0	108	78	461	2
copenhagen	2	hungarian	0	108	202	198	2
copenhagen	2	hungarian	0	108	638	153	6
copenhagen	2	hungarian	0	108	829	202	2
copenhagen	2	hungarian	0	108	849	198	2
copenhagen	2	hungarian	0	108	611	204	0
copenhagen	2	hungarian	0	108	194	118	0
copenhagen	2	hungarian	0	108	772	327	0
copenhagen	2	hungarian	0	108	952	94	0
copenhagen	2	hungarian	0	108	365	94	0
copenhagen	2	hungarian	0	108	616	198	0
copenhagen	2	hungarian	0	108	691	89	0
copenhagen	2	hungarian	0	108	556	175	0
copenhagen	2	hungarian	0	108	908	481	2
copenhagen	2	hungarian	0	108	707	335	5
copenhagen	2	hungarian	0	108	60	94	0
copenhagen	2	hungarian	0	108	698	231	6
copenhagen	2	hungarian	0	108	922	342	1
copenhagen	2	hungarian	0	108	872	97	0
copenhagen	2	hungarian	0	108	898	92	0
copenhagen	2	hungarian	0	108	142	390	4
copenhagen	2	hungarian	0	108	547	202	2
copenhagen	2	hungarian	0	108	289	140	0
copenhagen	2	hungarian	0	108	771	478	2
copenhagen	2	hungarian	0	108	36	193	0
copenhagen	2	hungarian	0	108	367	96	0
copenhagen	2	hungarian	0	108	596	170	0
copenhagen	2	hungarian	0	108	961	229	7
copenhagen	2	hungarian	0	108	770	336	1
copenhagen	2	hungarian	0	108	358	306	1
copenhagen	2	hungarian	0	108	153	333	1
copenhagen	2	hungarian	0	108	744	170	0
copenhagen	2	hungarian	0	108	869	469	1
copenhagen	2	hungarian	0	108	539	351	3
copenhagen	2	hungarian	0	108	761	145	0
copenhagen	2	hungarian	0	108	300	145	1
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	337	79	100
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	337	79	100
sofia	38	romanian	0	115	968	97	130
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	337	79	100
sofia	38	romanian	0	115	968	97	130
sofia	38	romanian	0	115	542	62	73
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	337	79	100
sofia	38	romanian	0	115	968	97	130
sofia	38	romanian	0	115	542	62	73
sofia	38	romanian	0	115	302	58	98
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	337	79	100
sofia	38	romanian	0	115	968	97	130
sofia	38	romanian	0	115	542	62	73
sofia	38	romanian	0	115	302	58	98
sofia	38	romanian	0	115	649	129	203
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
sofia	38	romanian	0	115	107	43	40
sofia	38	romanian	0	115	597	137	185
sofia	38	romanian	0	115	416	81	98
sofia	38	romanian	0	115	304	86	133
sofia	38	romanian	0	115	578	93	130
sofia	38	romanian	0	115	353	42	42
sofia	38	romanian	0	115	383	41	98
sofia	38	romanian	0	115	287	130	193
sofia	38	romanian	0	115	25	120	191
sofia	38	romanian	0	115	802	77	83
sofia	38	romanian	0	115	470	60	77
sofia	38	romanian	0	115	337	79	100
sofia	38	romanian	0	115	968	97	130
sofia	38	romanian	0	115	542	62	73
sofia	38	romanian	0	115	302	58	98
sofia	38	romanian	0	115	649	129	203
sofia	38	romanian	0	115	203	90	133
sofia	38	romanian	0	115	815	135	188
sofia	38	romanian	0	115	814	125	195
sofia	38	romanian	0	115	459	79	98
sofia	38	romanian	0	115	553	90	42
sofia	38	romanian	0	115	141	84	94
sofia	38	romanian	0	115	145	77	104
sofia	38	romanian	0	115	665	57	70
sofia	38	romanian	0	115	181	78	105
sofia	38	romanian	0	115	143	57	78
sofia	38	romanian	0	115	899	76	92
